,31,1,5,0,18,6,17,4,19,16,15,13,12,10,7,3,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,21_x,21_y,22_x,22_y,23_x,23_y,24_x,24_y,25_x,25_y,26_x,26_y,27_x,27_y,28_x,28_y,29_x,29_y,30_x,30_y,31_x,31_y,32_x,32_y,33_x,33_y,34_x,34_y,35_x,35_y,36_x,36_y,37_x,37_y,38_x,38_y,39_x,39_y,40_x,40_y,41_x,41_y,42_x,42_y,43_x,43_y,44_x,44_y,45_x,45_y,46_x,46_y,47_x,47_y,48_x,48_y,49_x,49_y,50_x,50_y,51_x,51_y,52_x,52_y,53_x,53_y,54_x,54_y,55_x,55_y,56_x,56_y,57_x,57_y,58_x,58_y,59_x,59_y,60_x,60_y,61_x,61_y,62_x,62_y,63_x,63_y,64_x,64_y,65_x,65_y,66_x,66_y,67_x,67_y,68_x,68_y,69_x,69_y,70_x,70_y,71_x,71_y,72_x,72_y,73_x,73_y,74_x,74_y,75_x,75_y,76_x,76_y,77_x,77_y,78_x,78_y,79_x,79_y,80_x,80_y,81_x,81_y,82_x,82_y,83_x,83_y,84_x,84_y,85_x,85_y,86_x,86_y,87_x,87_y,88_x,88_y
3,,,,,,,,,,,,,,,,,1123.976735850492,1651.3513754740454,1125.416926554064,1650.8427035599889,1129.067038898892,1649.9337170395627,1129.987823994307,1649.8412771577248,1238.0085294572696,1628.261331146542,1238.6228694095455,1621.5742626226017,1241.8284474265004,1597.836304346971,1240.8196854674009,1579.5882499932097,1238.706334579357,1562.7200985756206,1239.908227784329,1554.9270946823603,1239.7471370702124,1554.6992276831709,1239.6085428769425,1554.6352417482055,1239.5353778171905,1554.4008193337374,1239.3185452212356,1554.1942609278965,1239.326620851787,1554.1205905108154,1239.2825121156955,1554.0759319668207,1239.242274441249,1553.993443724273,1239.2608568475712,1554.0369397301356,1239.3365910077384,1553.970317464121,1239.1329666798158,1554.0208061045016,1239.322790591281,1553.9505871558404,1239.1929438843695,1554.083854220333,1239.2084020766779,1554.0437274620676,1239.177481201146,1554.021821564831,1239.2084882514253,1553.8306841502656,1239.109005523952,1553.903540046538,1239.2558244279094,1553.9874914189477,1238.9860522099718,1553.8834644188398,1239.143377746026,1553.8588681188096,1239.132415553771,1553.722623702911,1238.994398595636,1553.7241228561843,1239.1554815316597,1553.773036396287,1239.079581601932,1553.7544160751954,1239.0719240276264,1553.797740105784,1238.8913836511529,1553.718196948767,1238.9186825739016,1553.6778020539912,1238.8314368966862,1553.8163416589914,1238.9364430540404,1553.667529654072,1238.9719840519554,1553.620327511275,1238.9186845755778,1553.5932301239504,1238.8505810557801,1553.6747862398795,1238.7291248444965,1553.5672544405923,1238.6489010617424,1553.561888670324,1238.7380659821295,1553.43825199519,1238.6115484115876,1553.5019185902165,1238.6252752169603,1553.4791127214835,1238.7079110509972,1553.4384575077224,1238.6964238349785,1553.3841533596053,1238.6241347828784,1553.2751879416016,1238.4642295628848,1553.4117058148065,1238.5954687912,1553.3389931245597,1238.597214816439,1553.2348674534474,1238.6678939517326,1553.2842919851698,1238.5708353923617,1553.3637986178587,1238.4609647099094,1553.2754469360743,1238.4607121843067,1553.326999483191,1238.413422853702,1553.2420604739036,1238.5100051231182,1553.0990255317327,1238.4320843085422,1553.1524269400068,1238.3788615692986,1553.1471646257824,1238.3382674580653,1553.1648929058472,1238.4512111856263,1553.1020473367246,1238.3553072223283,1553.1010840397873,1238.4839883787547,1553.2153295199028,1238.2872025036452,1553.17132629351,1238.4360902556962,1553.0333466429083,1238.3041586572058,1552.9309218410851,1238.408275492564,1552.962297661747,1238.1819633452935,1552.9702722592428,1238.260264389073,1552.9428823757326,1238.1393807617358,1553.0088020517062,1238.216125349358,1553.0076770003757,1238.2747747059418,1552.9438189938207,1238.145434712535,1552.970577986333,1238.2366939864935,1552.9023566082885,1238.2013803121818,1552.9150802968213,1238.2261562377444,1552.9443344003316,1238.2036866516623,1552.7865599718778,1238.0131687871701,1552.7976681711086,1238.122237655592,1552.7787209479266,1238.0275953250784,1552.9308148761602,1238.0152434779493,1552.8744078130546,1238.065514505844,1552.7070460063858,1237.9909165652527,1552.6493530104844,1238.054210166948,1552.5926181017298,1237.715209947262,1552.6167441031528,1237.4580038485772,1552.3647819827427,1237.3567679690452,1552.2924917273422,1237.3648321152668,1552.1973545244584
7,,,,,,,,,,,,,,,,,963.8369385535283,1524.3006104727758,874.6228431218422,1554.0808792159512,745.3658236912587,1600.8090509520864,629.9417660036677,1647.06709137272,664.1896834298996,1638.0024688095914,591.6072114038672,1677.9502273472788,478.3349642929623,1756.0860034690595,395.58806265110934,1793.1674477285953,314.6397311797788,1853.9841627212163,252.97086612881762,1911.3006385390383,184.89953774527666,1992.5271006036503,109.82978680387085,2118.166653442429,65.47392888452204,2139.2055182235413,,,,,,,,,56.62706751320103,2001.6742160103558,80.75928861739105,2001.1983199764675,144.3292730657298,2043.5851912677724,146.42988680466368,2064.0464512535527,137.59387266788,2066.4030799190646,124.21955922181414,2087.140796185034,85.40122245806944,2145.8594034023513,87.98487359132669,2201.804514446374,123.75885833441507,2284.56891454666,161.3550277569796,2330.735416526589,251.3369044626586,2360.7904130918705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,916.2535862468173,1092.0105633406622,905.9067530946569,1102.6319582917126,886.9221113376406,1093.7818895532116,882.9042919166756,1087.6121324859464,1015.9987083781965,1049.2159209271695,1015.4671686258005,1046.8945070501027,1012.1228211179471,1047.697354533775,1012.1024704550044,1054.0705950158099,1011.0106100215402,1061.988746888652,1012.0340080166259,1069.8737568837232,1003.8534215262927,1090.7444309458986,986.611878333895,1139.8898894860836,985.9722083976642,1140.295279927462,,,937.5226244744022,1175.5634793051138,875.7295533399864,1201.7618308808671,852.9390289790528,1212.2371322772187,,,752.2129925601023,1200.6951078379454,758.7128907314587,1200.272287167645,759.0941433536796,1199.9630375567501,754.3515344453593,1199.3815763090086,763.8266177854173,1200.3166046554934,780.5733834248877,1200.321737655942,788.0134842856846,1199.2732789002328,797.1131734008794,1197.1564031634027,809.7361785987737,1194.6372121248105,819.0698394548776,1191.0806560176177,826.5680359882848,1188.2413894536217,836.5294448522512,1183.9121804241568,846.3343771947065,1177.4009454127654,847.4959061527627,1175.6080439849165,881.8756494629472,1158.7592798780383,894.4537206838315,1150.1960359419413,902.1366806414948,1143.5229612948042,,,,,,,,,,,926.9421179178337,1042.9795393831453,,,921.0954736545699,1044.7489424989303,,,917.3390979019595,1045.6539967469841,,,,,,,,,,,,,,,,,895.9980341437214,1052.9790356151193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.3008193095227,1056.6915391805605,,,877.6710470788086,1056.4148560545507,,,877.242353290925,1056.1166533309774,,,878.2574146701807,1055.1170139249723,876.6519397472559,1054.7648278368645,877.3819282156537,1054.5972962929366,877.9264526947685,1054.0275112508639,883.0350301277161,1054.105370657806,918.1558720741118,1050.0411688630456,926.0092175310141,1049.0825649196834,1046.7919795676537,1033.5779751450564,1138.8604417212598,1086.9975751350662,1196.4582795044712,1207.4600337475038,1125.7765656484453,1305.540077725828,992.6886337630546,1201.0013801652412,1137.7488758708048,1301.1350011586176,1063.9327444675876,1333.7071300527793
12,,,,,,,,,,,,,,,,,1505.2443738252061,1484.2949969243743,1422.1828037115388,1554.7488634667418,1330.437428980625,1594.1746407440867,1322.203106598989,1597.4832764494201,1423.7773277723243,1588.6067037191672,1408.9555686296105,1590.8430484690173,1407.5713200300922,1581.8582584703113,1405.0884724465384,1559.8594494071544,1402.9510008303678,1544.4080998593001,1404.3050256045447,1538.742879384547,1404.0679922072588,1540.563196426989,1403.6824012844963,1539.6582208233801,1403.9236456779197,1539.8993034935418,1403.6928331964968,1539.8920473521305,1403.5641638504705,1539.6828709680221,1403.4947994365757,1540.655292074086,1403.583276305071,1540.4665595558647,1403.540983887482,1539.8158371893653,1403.4548571905552,1539.7130592880965,1403.4540471392274,1540.284940975738,1403.345047086638,1539.8433775107555,1403.4482961899173,1539.2625637719914,1403.5287174418509,1539.0858059332784,1403.3595600161561,1539.7284619058362,1403.3293991303417,1539.6107390863672,1403.410759925693,1539.3784464410319,1403.4494981505545,1539.1529285709635,1403.4254593208714,1539.2321098118055,1403.3298669069525,1539.194375827659,1403.378561075503,1539.621935683801,1403.161794840441,1539.0664466197559,1403.2158032072184,1539.631767891154,1403.2830556455472,1539.131483734651,1402.9479097295484,1538.568924804912,1403.2768203883115,1539.0377357690083,1403.1725967171938,1538.4002736087036,1403.1095712776223,1538.5538473718284,1402.8991364680026,1538.2354066091052,1402.9882110249912,1537.8738269433418,1403.0830591372942,1538.3069295045325,1402.9135218544989,1537.7973609741139,1402.8854646258467,1537.7111143113934,1402.8240945570797,1537.7609037008028,1402.7554802628404,1537.210948421767,1402.8090591853074,1538.126316799482,1402.8742094514269,1537.4483511516685,1402.6906048385367,1538.0039632652624,1402.7313121933355,1537.8163374821195,1402.762734452698,1537.436534698014,1402.7903537919935,1537.4094417957233,1402.7635730920595,1537.7813121818758,1402.6934336425716,1537.7934792662447,1402.693395518327,1537.874619826493,1402.6762410932706,1537.9466425616845,1402.6205034688342,1536.8751541798194,1402.6650714239622,1536.6159497296778,1402.5798022203435,1536.3089146509737,1402.7139089867153,1536.878978976181,1402.655264346059,1537.126749136202,1402.711258027361,1537.179106051524,1402.5212285340685,1536.4919381755167,1402.5737414633675,1536.4081662390502,1402.4385295858563,1536.1641782412341,1402.4308957650023,1536.0190639533523,1402.3501784911562,1535.9619366532854,1402.4620782940246,1536.0582289001404,1402.2632656991552,1535.8088665476687,1402.1604809417672,1535.6776911234226,1402.5500262303544,1536.6616161923553,1402.2448020615657,1535.650703600693,1402.2526348377717,1535.4499198994283,1402.1325527141519,1535.4674641060656,1402.4007497552152,1535.9663040328649,1402.2314022485364,1535.324969573888,1402.2437118273667,1535.4409305530544,1402.0772256780606,1535.257171555235,1402.018677450639,1535.1613326908387,1402.4384844183155,1535.864375495564,1402.2018983792195,1536.0342833050768,1401.912604143305,1535.308267162332,1401.976672538271,1535.2282390813652,1401.959649171234,1535.0268071844755,1402.0247104612001,1535.7235167865351,1402.0428102638273,1535.815236753223,1402.1644288047555,1535.9739181802868,1401.8043218880757,1535.1037381404428,1401.4354512635252,1534.8173789809266,1401.3192751405848,1534.8253489907265,1401.0411195896113,1534.4134273875147
13,,,,,,,,,,,,,,,,,703.4295810475618,775.2520801891316,664.9770281895364,770.8248706757606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,1296.8315370049747,1283.6670981875786,1238.4400301262722,1278.574426214973,1228.2426517001013,1248.127140879853,1224.0252442671135,1209.647727328973,1350.0113488244324,1168.430725276211,,,,,,,,,,,,,,,1412.14891322358,930.6304720816233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,762.7633474284657,945.6709389106808,762.3239192048393,945.8806126721593,753.0856397816567,948.3090024544763,744.4435395572364,950.9346586968865,883.8280769364047,912.8492752153795,883.6718780723509,913.0051552781277,880.8936104561209,914.7744389174869,880.5793828895012,915.9652903049241,880.043200418652,916.4543113527346,880.0921664891345,916.3715479732929,879.861332475113,916.2922867459461,880.365053778047,916.5352675696951,880.3288563973106,918.6753763256434,878.4670191207953,922.031080997665,878.2850126241117,922.1298740319521,878.200706126127,921.6914408536077,878.1597806361922,921.7161143765525,878.5501115702647,920.2575469676461,878.3923503721394,920.2105000728571,878.5280599194131,918.405025612804,878.3685416974496,918.2361513913969,878.1371893708202,918.1890022817958,877.8429447443085,916.7826964947119,878.4087209206307,914.3901546781718,877.9217655511628,912.1862346722048,878.6050026035385,909.6276309516364,880.1564310808446,907.9430567785917,881.0688223781699,905.8247251885829,880.8994745657759,904.4291295672084,882.1368000696914,903.1537754091411,883.5754554718279,901.320562848875,883.7799520318918,901.0098201489624,885.4200518407944,900.2685695281613,885.5188732713893,900.5897327926149,886.1847336316196,900.2586129958861,887.0267924774208,899.9660524273755,887.7520754527964,899.9611636476535,887.883026893413,901.0013922274167,887.9967600765302,901.8749502330437,888.0389134819642,902.9492307791469,887.1551632696528,903.4957244972202,885.4649164838432,904.1049993570359,884.4618536618733,904.3783400246269,883.2676918131831,904.3783896713059,882.0482693233573,904.6221617893732,881.761641340074,905.1785500803677,881.3326292306867,905.5166559504629,881.4706808066325,905.2031589271397,880.90032264757,905.9920464309876,880.3645193903383,906.2994913997447,879.5944502528982,906.8788865041247,878.9034813136575,907.5213269740121,878.6872271073131,907.903179678783,878.5957637896906,907.9644108921865,879.8958407891848,909.747147517349,881.4657815255325,909.5924117236231,883.0940068802174,909.6838524402524,883.6649018989083,909.643610276842,883.9744897977997,909.8924347070122,883.8886394511063,910.0926278069245,884.1773569385841,910.0543495801539,884.6437052221567,909.9728699597108,884.748429775671,909.9363696549609,885.4424476243806,909.7908655603745,885.5345980114795,909.6648226017275,884.3750026756711,909.5645814061463,884.4335857605895,910.0246277884086,886.608659989863,909.7340900242887,887.8484884752405,909.454175092839,888.4518624701577,909.4600620733951,888.4037700100857,909.5423854982191,891.6115064029324,909.1333214630349,893.0710699372025,909.1022845309416,893.0754188010254,908.8747554069913,896.9106483903037,908.6470479222511,897.798463018926,908.1348973716797,898.4407648683537,907.5360334640549,902.0223867440079,906.947975110598,903.9783117209303,906.3706438627966,904.4311102858023,906.3364124614278,909.2409980758903,900.3809819745702,908.9674289196313,899.9618879120004,909.703741031334,898.9019359015812,910.6254366391738,899.4393949523451,910.8717761310568,900.6405423000587,910.8234819760025,900.438384826634,910.4021150527846,900.4597304808409,910.2921523563185,900.356210878923,909.0195273277606,901.639314273154
19,,,,,,,,,,,,,,,,,583.8646913167413,929.6200389272468,585.3397927167455,928.2322148088638,587.8223354717551,925.678430530095,589.4166464231605,924.8230957864332,735.464639616812,878.6317156728833,735.8961590232595,878.6405763000325,735.07525263071,878.7939003917854,735.0801107067268,878.5153174135352,735.7965044331966,876.2433668727239,735.8636034044603,876.14207335214,737.7082869196348,872.0571637967925,740.2914172865317,867.6334393103283,746.3409039652291,858.631973194475,745.587437246972,857.2668687986278,745.567283735201,857.1807230598571,743.8419478175775,856.4175023005486,744.4806897939465,856.3288946531302,744.5050638100312,856.3609473385295,744.4051081415424,856.6352050273157,741.7210659704405,858.2665412381295,741.8301963128024,858.2898957603028,742.8942604197199,858.5820003947275,742.5316530917827,858.8095432753339,742.2920840638925,858.1636402943685,736.252518419884,860.5160423138717,730.2541353803582,864.3418919992894,730.5665239062361,864.8332000038903,731.317332725261,864.6152664909462,731.1908693007015,864.7116709029494,731.4905931901914,864.568054787724,731.6364988937863,864.5512552336947,736.9078362290011,863.4525793899428,737.0594987107226,863.5603318740349,737.1152216542018,863.6072707518466,737.1269172961111,863.4961154533399,737.245610561002,863.2987874272561,739.0839254103785,861.923865017639,739.3371099763625,861.851877472086,739.0486283263027,861.4519908625607,738.1788784953259,860.9985885714399,737.1526424867062,859.5408783931413,738.0143756653079,858.3462443837368,737.8669265326231,858.3430231023253,738.0195620071058,857.8719518021328,741.9015277263272,855.5955944849761,742.3305595515033,855.0158051022967,744.1706305118564,851.6752905768127,744.2405550931368,850.8659908284571,745.8196421084095,848.8714658049335,745.8111919100932,848.3799862176706,745.6326806677584,847.9262157762286,745.8007547863901,847.1925384454186,745.8559068508335,847.0169520856792,747.5424512621781,844.7897669864108,755.6299613494834,837.3763524027015,756.523145241363,838.2383476289978,757.5930116029083,839.1996942155996,757.9987951884394,839.882144643512,757.8605759897137,840.3360340359787,758.3904859531856,840.0999028846252,758.8017836127289,840.0866488324988,759.4011650308461,839.5831672994,759.8137226252105,839.3627099079148,760.2959479662906,838.8965613521264,760.682534737586,838.7326824937761,761.0758704739654,837.2952637849891,761.1309353573273,837.4333916877724,764.8159594202777,835.6990661298778,766.2402063461127,834.8503211696252,766.9347306376231,835.2111895908413,767.0786205364232,835.2829488089427,770.6934681529173,834.894666606192,773.3347429136971,833.81402545977,773.3158175109374,833.7192861287821,776.1260952011577,835.2739610041873,776.7573384466705,835.603832368832,777.2713237910087,835.7769662201622,780.3805904008353,836.2790960004505,782.2572962868757,836.2564372873273,782.6770247376563,835.8731715542889,783.6765190486461,835.4551425368015,783.001848861225,835.9866284420336,782.8527735687202,836.1514567110089,784.6589873879914,836.4257123018866,784.5463804879784,836.8074409650646,784.983433125869,836.7712562434349,784.9723296250894,837.0802990651703,784.9463752058178,837.1539158673882,784.5251613561928,836.994249293735
4,,,,,,,,,,,,,,,,,,,663.0850665214076,1312.3311863297088,607.9873123303329,1304.320253244046,533.1140988030116,1313.3343460839772,640.9022662396428,1259.1069345122573,629.3337053803632,1253.8057656807484,628.9407700026137,1253.7121376135592,622.6128768982253,1244.7547221839204,619.4815719872828,1239.9830641878464,609.2711710762184,1231.8330664391087,599.6580698687029,1221.6012888587236,543.608220554177,1237.4539411648016,539.7013876754027,1237.2335007574677,523.2307905838574,1240.0883557755315,501.38237339433795,1243.4879374613215,433.29877121082717,1244.3664689710363,391.98178130480267,1240.0375390334282,168.23358181212566,1247.3137426107955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,1587.2595887865414,1459.9273166191624,1525.3993313494875,1580.6754515421862,1538.9617264130611,1727.663676225455,1494.489846636872,1939.8202807570156,,,,,,,,,1594.6574530909554,1706.3405976205445,1590.43414099983,1971.66016579484,1548.5085841153095,2068.7792848097274,1538.342930693554,2073.935450509611,1517.5401395366557,2090.044264134525,1489.282649929116,2219.1009527178207,1232.1570706410582,2326.3006392023385,999.6776246165049,2257.1010133384775,,,,,548.7453565925416,1905.986327619562,326.12074649369936,2030.2720637716384,313.6116753023477,1999.978115989139,303.6330768594213,2031.3733257450626,264.7466167092134,2072.2901305010414,225.20157371583886,2063.062997656856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
