,29,11,0,18,12,16,4,17,15,14,13,10,7,6,5,3,2,1,19,8,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,21_x,21_y,22_x,22_y,23_x,23_y,24_x,24_y,25_x,25_y,26_x,26_y,27_x,27_y,28_x,28_y,29_x,29_y,30_x,30_y,31_x,31_y,32_x,32_y,33_x,33_y,34_x,34_y,35_x,35_y,36_x,36_y,37_x,37_y,38_x,38_y,39_x,39_y,40_x,40_y,41_x,41_y,42_x,42_y,43_x,43_y,44_x,44_y,45_x,45_y,46_x,46_y,47_x,47_y,48_x,48_y,49_x,49_y,50_x,50_y,51_x,51_y,52_x,52_y,53_x,53_y,54_x,54_y,55_x,55_y,56_x,56_y,57_x,57_y,58_x,58_y,59_x,59_y,60_x,60_y,61_x,61_y,62_x,62_y,63_x,63_y,64_x,64_y,65_x,65_y,66_x,66_y,67_x,67_y,68_x,68_y,69_x,69_y,70_x,70_y,71_x,71_y,72_x,72_y,73_x,73_y,74_x,74_y,75_x,75_y,76_x,76_y,77_x,77_y,78_x,78_y,79_x,79_y,80_x,80_y,81_x,81_y,82_x,82_y,83_x,83_y,84_x,84_y,85_x,85_y,86_x,86_y,87_x,87_y,88_x,88_y
14,,,,,,,,,,,,,,,,,,,,,1445.671080292542,1277.4677196428934,1465.730970456273,1270.9088864170556,1482.4428658926508,1268.674515916361,1491.0911322951574,1266.3873464063572,1505.8397155584407,1264.5423105262432,1521.1922283520848,1262.4750476832303,1534.3833850568287,1265.089198289401,1559.1666317043257,1269.2134476749682,1575.4381556012524,1272.597752276977,1591.4507643355805,1276.0403825843593,1611.0411948612423,1271.682370677307,,,1630.9927402951575,1270.1029073152288,1636.985438981467,1273.4196452338235,1642.329128362537,1275.2135984162787,1649.4888458731882,1277.0564534734092,,,,,,,,,,,,,,,,,,,,,,,,,1816.2632661703258,1266.2967685925778,1817.4020873355023,1264.993617153822,1809.0619912869743,1258.16244923291,1810.689598475536,1249.1418023269864,1810.4260340910764,1247.9792784551448,1818.8007628685475,1250.251363861602,1826.8970999289813,1257.328902733965,1834.2913809721465,1266.311966488208,1816.3235839796428,1275.3149086606725,1807.8251521197824,1278.3204401116004,1804.888497696488,1279.0047458024853,1799.2933777111925,1279.8004939177779,1791.9108124722159,1281.557673084421,1790.0186914634182,1282.024813935828,1787.4737163198813,1282.7920754641855,1785.7821402362893,1283.068098578086,1784.5879511930211,1283.5435537827618,1783.938408676667,1283.7629439221298,1783.981754672331,1283.863398784079,1783.6044513426928,1283.795223877453,1783.653125753624,1283.827575890412,1783.3948563594554,1283.8601244834683,1783.2049136112514,1283.9000489705636,1782.8586555471375,1284.1624118926009,1781.0174274350238,1284.8316304057703,1780.3608437242237,1285.1518702955318,1778.9298088422868,1285.3708470912911,1778.5448334419207,1285.6456971222653,1778.5680149337472,1285.6093131036214,1778.1012862181158,1285.8713154998582,1777.8664017109936,1286.0492134402514,1776.2628208194967,1287.282930971816,1775.2451505076797,1287.978161258706,1773.9711329816505,1287.9538676118218,1773.6939671036025,1288.1344176225866,1773.694154284958,1287.8478222618028,1773.3038116546766,1288.0263474384267,1773.2501615462784,1287.9841951699466,1773.3817304010686,1287.8677555342842,1773.2938427369984,1287.922802499078,1773.4003169459993,1287.9482942681618,1773.2903371353486,1287.9886359441725,1773.4009877011736,1287.9206093896396,1773.3764259238128,1287.9585049332063,1773.2913973674383,1287.9427607174332,1773.2427941996173,1287.8835340245614,1773.222649051463,1287.8914048386923,1773.3051439034464,1288.0223267964473,1773.164298263938,1287.9050352048816,1772.966578937959,1288.0728336619031,1773.2003467034494,1288.0232900382646,1773.0991492191222,1288.1388285305327,1773.0818987325945,1288.0898410408195,1772.9979711502187,1288.1865839639763,1772.8819487065496,1288.1498840463898,1772.8756433897242,1287.9760791289693,1772.855968608669,1288.2425795097613,1772.8469080145376,1288.1086028311324,1772.8163047615637,1287.939417831286,1772.8851458247293,1288.1749869301825,1772.7679068232371,1288.1253579101608
15,,,,,,,,,,,,,,,,,,,,,1503.5546709873101,782.815132383413,,,1547.3851233390924,768.251039004192,1541.012480417686,754.5015774215304,1523.9728367746657,745.5204567994756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.1524577404582,425.0060175941019,1478.335511923714,424.7875118297273,,,1213.00452420091,326.587958215509,1115.7407125612017,425.14634631489616,1114.0069144034037,446.2616455849947,1045.04152506886,504.2297457247447,1015.5718429052373,531.2633291940671,1011.906454185978,535.9583366669203,928.4275596169932,582.4277488492146,,,,,762.7593600866753,936.11860122217,716.8038342990029,967.0048941220733,,,,,,,,,,,,,,,623.3389807748157,1202.2270135748004,640.6155721796256,1237.8630526715162,659.9749263874935,1275.9083937989776,695.710045919013,1313.4440515591284,713.3014558093491,1341.8255203852436,733.95424167071,1368.8523672442088,762.2400640807724,1381.4683471457959,,,,,,,,,,,,,,,,,673.3424344088877,1097.887872187457,831.064166244391,995.3546205243721,,,,,,,,,,,,,,,396.16330576516617,453.4402858114727,383.1040380450959,451.4424369483984,280.6111867110874,502.4604358527549,295.75931140354965,576.0363488318461,380.40543534832847,679.7524398408759,390.6611055508767,763.1070131940681,398.72613137109965,765.3680163176385,409.67794555013324,763.9406997760586,456.0714857010665,764.2448669241672,517.4836958336253,765.585413798156,525.7702200084309,764.8492680252253,543.7075676515782,768.1412892219861,675.9665849972029,823.5621295136359,851.141202645527,779.145027817903,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,1527.414327173874,965.6158718742889,1528.7172443316258,965.1590112889836,1536.619341538735,984.9150746336597,1548.6552235931492,996.7184769822404,1556.221966028231,999.7236948098318,1565.2932296525462,996.8894620890953,1567.530363235006,993.3605090648473,1572.6948391938122,993.5686542836123,1573.7801575030285,989.425240764808,1574.3017640398261,988.1617488332071,1578.0451103629327,988.6379756785948,1590.831760467213,993.8540022478737,1594.1088476339612,994.0735086391783,1619.8748339151389,1006.2792819838129,1622.2073275594487,1007.712437299016,1623.9742668174545,1009.701493825985,1637.4432245914377,1014.187665994776,1645.8843054329327,1018.6784977473812,1654.6642124847428,1024.4393622753767,1667.3841893979898,1030.1775748100317,1689.2199430873522,1038.5928676201763,1707.3018868584218,1039.4859827898426,1716.0458662044875,1038.7472696196216,1724.8460589841943,1046.6987549806513,1725.9407793469925,1059.6689778293007,,,,,,,,,,,,,,,,,,,1734.7489703683725,931.0199640158825,1775.7808908481759,955.3873566935283,1773.3826741162864,979.0663283251848,1767.0740434979132,982.7232221498276,1757.2363656509337,989.3325230595993,1747.1493660305462,994.4480599141938,,,,,,,,,,,1666.6092863736308,878.5506703575538,1666.6467858210017,879.0404038448688,1671.8322788572373,884.1230296324891,1673.6206945370525,886.2053878704833,1674.7249637754728,888.5652739009143,1677.4112208308202,896.1151227556018,1698.0752772971744,969.4293877061792,,,,,,,1515.9863796735392,901.0604979028254,1510.1437573478042,913.5031065760503,1496.7943030259612,913.6634421672837,1496.2509529058204,906.9672669441576,1493.4749058651823,891.868169876887,1499.4923435537523,872.1818321280296,1518.006397332934,845.3558241184846,1526.19506566241,848.3098265181941,1594.29794567458,905.374541056753,1594.380782671836,905.3716998819865,1549.788039638007,966.4942082236805,,,1546.4792832940182,844.245961629647,1574.7183527526975,834.8138473706952,1609.3482017329018,824.4639326870779,1659.702438729439,889.1987488476457,1607.1588860788438,936.803764849842,1559.3925711771412,933.5607513772667,,,,,1628.4453029403232,825.5131469806587,1611.313829732727,930.8725913209169,,,,,1591.5938976126813,811.505329303434,1641.8086458528844,819.6003540845978,1618.364219300532,923.4119347357454,1531.8245466584897,904.2572127957432,1591.100565486675,798.2004733937364,1663.8237932496615,807.9714237765357,1686.6808026546514,844.0169451843515,1664.0932797740727,891.9946113811101,1562.7085153970706,889.8369131737475,,
4,,,,,,,,,,,,,,,,,,,,,,,1198.8376351864063,1131.2623250321747,1200.1880997215214,1130.714851360482,1235.3709837238107,1120.427928046696,1259.694776697046,1128.08933627991,1273.3791292938338,1119.1751597628722,1286.1219416797223,1119.0811666406764,1304.7187689982811,1121.4810034642687,1324.3597125876356,1109.8609220277124,1336.7478770282305,1122.1812381328082,,,,,,,,,,,,,,,,,,,,,1508.5986379841752,1049.2168713862488,,,,,,,,,,,,,,,,,,,1528.913103524074,1081.991595184935,1560.9130658856848,1079.1518798260581,1566.5055498967113,1059.8665112907806,1619.1926040499698,1067.738701663312,,,1811.3031520594116,1104.5383047502455,1861.8399403744293,1106.8630180346292,,,,,,,,,,,,,,,,,1810.699721738144,819.9133943873644,1793.3137891078782,797.3089106078552,1785.6876621961794,790.7404580059186,1784.4197435236856,789.0728832590468,1773.9761849554216,782.2425729073626,1770.7075869419427,783.6877173157743,,,1695.4496977593199,832.7563268014363,1669.0892419375296,847.3573440117742,1659.079937029536,848.1836042779319,1658.5403584999976,852.8562071950141,1660.8412352057394,888.6335662083978,1647.9053385123582,957.3410510218531,1642.8574798152606,964.5996987731465,1602.9818927399647,999.2180630709647,1514.2729453238196,1021.586688607716,,,1337.7372215147,938.8152806517063,1321.8310099469224,930.933601128081,1314.5825116752715,923.6031394603602,,,,,,,,,,,,,,,,,1012.2702030847624,794.7361530300182,1012.2355110294136,794.9047445965888,1012.1971880812977,794.9782199373815,1012.4799999795677,794.8428861420371,1012.3797088231065,794.8191173750894,1012.3417679861095,794.8457843089843,1008.7788047932268,794.3310920668529,1003.563445175547,794.9654211049984,1003.5934129797806,795.1261929729768,1003.3416655981487,795.081510809939,1004.5284203111753,795.0376140697269,1004.0878471009142,794.1099968178942,1005.6561186569347,794.1968111283893,999.8186569410746,789.1370067471122,999.687319030363,789.6953225370755,975.9751780736879,809.8497632864772
16,,,,,,,,,,,,,,,,,,,,,,,1596.0069885873895,1132.3690732314792,1601.3866094048326,1131.6995858687606,1606.223873383237,1132.766604301904,1622.6011566408433,1130.894442687175,1636.5752291702465,1128.6688920167321,1648.4874652937972,1130.3029000538031,1667.1207439019672,1131.1279456243537,1684.701243170598,1131.9696369237397,1699.4199727825146,1132.5655354046512,1707.4338534463511,1128.0234924370036,1712.918030911004,1126.3452537825806,1719.6985769257267,1122.9615454410825,1726.4594108313695,1120.1119979050768,1732.753152385098,1117.0892695275265,1735.8306661354186,1118.078949908892,1758.5782668921936,1116.254941966943,1775.6870567994329,1114.7831009162005,1789.4947949635643,1117.927266410674,1801.6584999058991,1125.407110396508,1820.433377066833,1138.648952386267,1834.6772670593853,1143.2486499542065,1844.123606744647,1144.094721606794,1863.136330558688,1146.0033353232748,1878.7170430412546,1149.4492953056565,1899.6777345748492,1146.487302849388,1910.3715447734971,1143.945779808744,1923.8915894228621,1137.9144057821895,1933.9591310116564,1137.1817462719416,1936.9144141824222,1137.2252826009765,1946.460028415487,1135.2858120119179,1957.0680922449017,1121.543085730814,1958.8959777807813,1121.6479251955168,1968.502307374307,1104.9172659097112,1970.734592476973,1104.1994772944759,1995.5125476518078,1085.19084837296,2038.7374983441648,1061.2864347740299,2064.6053746878642,1051.785692810852,2076.5397245116687,1042.5448755721002,2093.1884480476,1023.7679662374526,2107.460571677491,997.4695458235956,2112.496948358375,986.559650914911,2116.192035581547,975.9594156497559,2117.5390246061156,973.455757926786,2118.3594325012577,968.3697563246532,2118.197667578793,967.5645641087415,2118.3757811250002,967.7810722777285,2118.479169080481,966.88235465802,2118.4897494017387,966.0057716692228,2118.498261685079,966.0263783530312,2118.7376958041773,966.2558343826984,2118.8799410677548,965.9266952476981,2119.2365553908344,965.422868244518,2119.4046453997607,965.3428502691388,2119.856800757444,965.3625191085672,2119.786061403666,965.3024487647581,2119.7075552664814,965.1164466285238,2119.8334530205166,965.2685793419834,2120.0546421594354,965.0222772395309,2120.1929789891915,965.1166853853748,2120.116957253709,965.1533351579861,2120.281400571728,964.9646360079923,2120.2095480368703,964.9609973077551,2120.2758071210865,964.9649345326956,2120.0692108364324,964.961458096138,2120.263693166218,964.9978799315838,2120.453477134428,964.7271415892195,2120.3203193226077,964.9098586249951,2120.201226162928,964.7615799878392,2120.4695323682718,965.0008800611959,2120.31147146369,964.9948886001002,2120.345940195422,965.0376828351557,2120.3637711257734,965.0846690390338,2120.354094972128,964.9556600853654,2120.1727578547598,965.0001687080172,2120.403420753558,965.0888662969066,2120.1748102549404,965.0581317267527,2120.258358649662,964.7970794299439,2120.294960359097,964.8889322710808,2120.323291144452,965.0034679632904,2120.265543009458,964.9016367368387,2120.281752756487,965.0850567033331,2120.287432799812,965.1951247094977,2120.2695002484716,964.8275042154387,2120.3226797816083,964.884949086615,2120.348829189469,964.876688453972,2120.3458976302295,965.0583404371954,2120.174654102704,964.9456462476643,2120.2935711546806,965.0052538082346
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.2269702679187,1268.3853613370186,1390.4878999744699,1270.493495999059,1411.5974341834674,1266.9551063902343,1427.1597051760555,1272.4698226073654,1436.717485736703,1277.3058742443527,1451.5591166408233,1283.3072581367917,1456.8892623822028,1286.6117897121403,1462.5732745431196,1288.8236388442442,1469.8760950372214,1292.930198536718,1495.6038648045023,1301.1853561886094,1517.9689996138382,1309.8374244185522,1535.0215317433795,1316.6579800639258,1544.9169497542637,1320.010680746399,1553.5902542998444,1324.9493159021206,1570.8178544500795,1333.236546071084,1587.5944375910037,1343.0319392764986,1609.080957595608,1366.5300276716596,1630.633917286943,1396.485567971639,1633.1547947373897,1403.1018558504811,1646.014482858849,1439.825868151482,1646.1846502731335,1476.6798399363363,1634.6869881644661,1529.3087127825568,1631.2447740759992,1536.8323033744311,1620.1188012220603,1579.7063673348293,1614.6905072871812,1594.8606744050826,1599.3797549975484,1633.534965668674,1575.560213790033,1679.0885180166656,1564.6424023044515,1696.9348648333128,1537.2153166212613,1732.8483357955545,1536.6920726918859,1733.8996529494914,1514.4597771246604,1757.6699917018384,1477.2926944905846,1803.9563859919729,1404.4809306749203,1884.424823944609,1342.7903668220058,1939.2457165253797,1301.442174492027,1984.7796992060858,1258.830958616921,2044.0449197785672,1211.900607942735,2124.595806894607,1178.7410894597422,2183.408122517699,1139.269133661224,2239.7973518002696,1096.3828394996178,2306.9239693336067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.5705257776817,913.2577110486686,1471.683877319214,914.7731466398835,1475.0985264222995,915.0756845115726,1491.060757285916,916.8139843135561,1501.750761871228,919.3673570296884,1527.7497899265397,909.4105633632804,1547.619137079911,908.7696820482188,1576.3766704502716,910.8966041386342,1580.5983347140925,912.3194534885592,1581.7852143504365,917.6100625639659,1592.1021726501413,930.2338262501879,1593.1466470730145,940.5828381343772,1586.9915394773616,950.9170242138567,1573.656522744966,956.6192373843619,1555.299177885831,960.5970295703119,1524.8079511918731,970.6998219513165,1452.9081321779195,971.2716907093504,1309.418663219757,1021.0699162405896,1307.1731136916942,1021.6907597891608,1305.0423701856578,1022.6801545682528,1303.8034693252378,1023.0851765611615,1303.459920923262,1023.2628407208276,1249.2670500909398,1030.0320773359924,1119.9461058999395,997.6636267440106,1083.5928892151014,996.4078840388487,1056.0413460955126,986.7372124521512,,,,,,,,,,,,,,,644.5723375706353,672.7552824056911,643.3498572108832,671.849321800228,,,,,,,,,,,,,,,,,,,,,,,400.56056646657964,450.00974059592187,378.82961266868375,455.8851591802986,345.2333022629713,471.1842678020414,334.1738121366579,476.34117406064905,334.100853532101,476.40066041895756,239.95229066122934,522.0681926658859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.261627265656,447.55811790170236,1212.525185368295,483.81173426161166,1212.2596932345166,483.93652607533465,1140.6585640329447,547.5088341763726,1140.6913948355448,547.801794680596,1137.3966651226933,551.852111195728,1114.3902417965965,620.5389518195885,1114.228985447904,620.6299063312366,1023.7352682521566,717.3332519353701,1013.1002902277257,804.0603325745483,1013.2863084588613,805.2606992460143,994.0151098714122,848.9875300722628,956.1941288206915,876.4936952359069,823.1601366689196,932.9070651322379,677.1121258634053,1035.8504765269504,677.1314052187086,1035.737228002598,670.8856134845407,1042.9364142839488,654.7114952042541,1089.5839603158167,650.091997312006,1156.3892971297266,631.3716157974676,1176.0451945330406,625.5391648253762,1187.3090886826803,623.7322500818638,1207.7238448301412,623.8262624428208,1220.8353346584324,624.5323678974966,1240.4849799456547,630.5800363482457,1279.3528226289554,587.4612158933501,1362.55044924874,500.7864968727406,1530.285771723149,483.44750594588015,1711.4796520156053,591.1610904513153,1853.5755799055644,769.71629761509,1942.4222862173015,969.5316709638732,1938.0896435752647,1150.4516184575718,1832.3687246646914,1362.95342888804,1830.7186462187135,1363.1971299003899,1830.6188296959247,1445.8819476455321,1745.4292383336665,1533.8490717787445,1724.020801708172,1537.1496248091512,1720.5943744165222,1537.3353183765614,1720.5248980095228,1539.0248573420392,1719.5409846643795,1543.418265024494,1718.1046018511856,1543.5340130475693,1718.0246168060173,1733.7196049507852,1711.7391600524513,1752.3978112667821,1712.4880281767003,1795.18061822715,1702.7483111091246,1814.956247415334,1697.3383678172238,1821.4712955874704,1695.17991511609,1821.494785404783,1695.099029266508,1859.2546274467713,1659.4974209838333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.5313306118753,1055.28505514977,840.7166806708411,1057.7560975079152,814.1168676996411,1073.2326905190623,802.6792003651393,1108.4196465638731,793.5893015070185,1114.1685573704876,786.7818267767483,1122.5068315863818,782.1985345370291,1127.6909811250318,778.67259356016,1135.9434709518926,774.642024967339,1145.224682468023,781.296082458563,1164.6476784635645,789.7384768100115,1184.8202557753084,807.6847356631745,1205.6241712881697,821.3738031003205,1220.850999947547,854.0267276675694,1246.2235044520542,875.1166658693076,1279.591616234436,919.3322724905742,1340.2905483244415,949.8166139003564,1374.2128478853076,946.5635557869415,1379.3792269014123,921.1781422755893,1415.5641439544074,908.5569660063227,1449.709015610892,889.8997094682638,1536.7405058659174,889.8756293712775,1536.894628429205,870.666153992805,1568.243313754594,850.9626536944276,1585.2800033589824,823.8054062232949,1598.5914725485654,821.042176082976,1600.1921336032212,818.2095619813899,1602.0528639136778,811.746884212054,1604.7963315072354,799.7390311522743,1608.2154297716747,792.9992300682981,1610.1364430401782,785.3491106230812,1612.1709824321158,784.30513959316,1612.5325179814233,778.5650804258474,1614.1349434128394,778.5161448724173,1614.081668154462,774.5302538033329,1616.2664715773767,771.407909109828,1616.5088115446356,757.0678517890316,1624.8509418077772,754.4804831431436,1626.7380567254604,754.3496730867658,1626.645476741391,752.7888015422661,1627.4435044800027,749.6117425026129,1629.0120617178598,747.6723178464795,1630.096269035866,745.0031654114351,1630.8843103498318,744.9976368364196,1630.7349983074546,742.941312361825,1631.5894726029912,741.1278939651207,1632.3966436106955,734.2841234101659,1634.9627103399414,717.7879582627544,1639.8638583249776,681.2173215998246,1639.9170990206267,641.2122282679206,1650.6318144145707,584.61180495313,1673.1720716289053,580.7290345905766,1674.3356387043139,578.2011357342791,1675.8528457935747
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391.490030808025,1695.0179541667844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
