,11,29,13,7,2,26,25,17,8,28,18,10,6,14,5,27,1,16,0,12,3,4,9,15,19,20,21,22,23,24
0_x,,,,,,,,,,,,,,,,,,882.7463585345852,302.6425480363859,,1009.780257197927,1374.1054922701142,,1114.2086454759517,910.9912953640508,1087.571030546767,1055.5795461651448,787.322930230014,1107.2475265210044,
0_y,,,,,,,,,,,,,,,,,,25.673729732113465,887.8175443831781,,447.63378973019826,695.694380195777,,585.793881050193,405.5741036189281,328.6719009998588,750.5365568358717,564.8996101000768,451.34943646650106,
1_x,,,,,,,,,,,,,,,,5.169958585076218,1572.0858491531787,1392.4700452864197,,,,1396.0441442524796,,1121.4803221827024,911.0454428836366,1105.3696979037466,1056.064823760249,781.8302883586541,1099.5378565905867,
1_y,,,,,,,,,,,,,,,,31.3808110652449,1064.8432011301556,926.5892972296635,,,,707.5034617412263,,584.1618545081432,405.6189985028874,325.4231628908867,776.258125855466,552.6374871529648,453.1894157788356,
2_x,,,,,,,,,,,,,,,,,,,,,,1432.6951704002101,,1134.2604087873958,911.0415995744738,1124.6676162961294,1046.5881597121336,746.6205042429999,1090.0235206637642,
2_y,,,,,,,,,,,,,,,,,,,,,,730.8044981200638,,580.8138286075649,405.684989625966,318.4895832529631,806.0065003652737,534.3547032378981,455.60443802148075,
3_x,,,,,,,,,,,,,,,,,,,,,,1457.700975513953,,1704.1816915951727,726.5588668380938,1132.7226652282018,1046.7403021780171,711.1963852780395,1082.6215592956655,
3_y,,,,,,,,,,,,,,,,,,,,,,752.6620369542228,,632.3154828540808,945.8987286039876,315.07144990949365,805.9689998844426,533.5212067967612,457.125627445464,
4_x,,,,,,,,,,,,,,,437.8003754106543,,,1861.2687453638096,,,,1316.054441326956,,1151.3110896278185,912.2309668940127,1132.659655926551,1046.61391136533,675.2156342782445,1072.9774509958804,
4_y,,,,,,,,,,,,,,,1053.6630364142345,,,712.6587260927776,,,,116.54045895954721,,576.6387611173614,405.601237585374,315.0473755250746,805.9204326213725,535.8213362918782,460.0026419719918,
5_x,,,,,,,,,,,,,,,,,,,,,,1485.4713827984,,1155.9961518309456,912.5327913044651,1132.9112876324355,1046.6797838863424,649.3742179901109,1071.3075787762834,
5_y,,,,,,,,,,,,,,,,,,,,,,794.0445304783442,,575.0778942558882,405.8531665455826,315.1495907350315,806.0311023105735,546.8289204653898,460.16992501736934,
6_x,,,,,,,,,,,,,,1190.3760523363496,,,,,,,,1503.0809524839892,,1167.7511829871773,912.4693126805761,1132.7508761828863,1049.7682418954748,629.8344279863342,1071.569978207002,
6_y,,,,,,,,,,,,,,629.1114331927133,,,,,,,,817.3343040725258,,569.9433745115439,405.541708374352,315.1944779828389,812.4452779572359,567.3882262989381,460.26394580831686,
7_x,,,,,,,,,,,,,,,,,,,,346.32057125304,,1512.9021703156482,,1178.5392999380667,912.4331874999438,1143.0409742266638,1065.9296159682046,618.5781747040226,1071.092983804289,
7_y,,,,,,,,,,,,,,,,,,,,367.67325136103545,,841.8991542343731,,562.6236436279423,405.9045015092281,310.20999007501985,826.2580983610462,593.3076524994653,460.1652168713843,
8_x,,,,,,,,,,,,201.33441994651255,177.25478746058977,,,,,,,,,1518.4222387338134,,1185.9408471492623,912.4543337677065,1143.7534545760989,1082.3884584910634,615.254185367375,1067.9546451998272,
8_y,,,,,,,,,,,,360.8202264231356,517.5724160105013,,,,,,,,,864.4591194695777,,557.0323538172206,405.78073420200343,310.37871846727404,846.095280910817,604.8055013233729,460.72849199478884,
9_x,,,,,,,,,,119.42487217680237,1551.6703325825579,,,,,,,1892.9300209721825,975.7513130882454,1432.650141213647,998.6792811476563,,,1191.81099839573,913.7057518984506,1143.738439344224,1091.5206610037187,615.4226060505656,1064.4616239753122,
9_y,,,,,,,,,,27.927647829655886,9.429649672562181,,,,,,,471.5058182146134,261.9383417717774,58.75730981336132,453.01346417458006,,,551.3099297499123,405.7905954692466,310.0971163217507,874.230473970616,604.8130275306928,461.6902880413785,
10_x,,,,,,,,1629.4466411279197,1287.7535896063127,,,,,,,,,832.0142289474212,971.993049816615,,998.1957351138033,,,1196.0161571760536,913.4726856671307,1143.7382635608724,1104.307620638659,615.3843707262762,1063.8376585654098,
10_y,,,,,,,,496.0983852288578,-3.064857737139666,,,,,,,,,217.39056837225522,260.66227943241813,,453.27050306855364,,,547.794219148907,405.650013673875,310.1955866143168,880.5890995347679,604.5144666780943,462.5757877962458,
11_x,,,,,,,1726.7632108743655,,,,,,,217.26211532709914,,485.4334242956277,,,965.6250643511286,,997.6280837717941,,,1199.211602819081,913.5178593614048,1144.1576085460135,1125.1364958479753,615.433820145284,1062.7629367663537,
